pair_id,n_pairs,c_type,v_type,grammatical,ungrammatical,ungram_source,alignment,embed,NP1,NP1_anim,NP1_number,NP1_type,NP2,NP2_anim,NP2_number,NP2_type,V1,V1_lemma,V1_class,V1_tense,V2,V2_lemma,V2_class,v2_object,crit_tokens,source,notes,full_paradigm,bigram_confound,sentence_length_grammatical,n_tokens_grammatical,n_tokens_ungrammatical,crit_token_positions,grammatical_logprob,ungrammatical_logprob,logprob_diff,V2_surface,NP3,NP3_anim,NP3_number,NP3_type,V3,V3_surface,V3_class,NP4,NP4_anim,NP4_number,NP4_type,V3_lemma,V4,V4_lemma,V4_class,V4_surface
2np_t3_007_B,2,3,B,Vincent heeft de zanger het lied horen zingen vorig weekend.,Vincent heeft het lied de zanger horen zingen vorig weekend.,selectional_restriction,False,,Vincent,animate,sg,proper,de zanger,animate,sg,common,horen,horen,perception,infinitive,zingen,zingen,activity,het lied,"[""horen"", ""zingen""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 807. https://europepmc.org/article/ppr/ppr837942",het lied (inanimate) cannot be accusative object-subject of AcI horen. Type 3 argument structure caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_007_C,2,3,C,Vincent heeft de zanger het lied horen zingen vorig weekend.,Vincent heeft het lied de zanger zingen horen vorig weekend.,selectional_restriction,True,,Vincent,animate,sg,proper,de zanger,animate,sg,common,horen,horen,perception,infinitive,zingen,zingen,activity,het lied,"[""horen"", ""zingen""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 807. https://europepmc.org/article/ppr/ppr837942",Alignment restored; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_008_A,2,3,A,Sander heeft de presentator de speech horen geven afgelopen week.,Sander heeft de presentator de speech geven horen afgelopen week.,verb_order,False,,Sander,animate,sg,proper,de presentator,animate,sg,common,horen,horen,perception,infinitive,geven,geven,activity,de speech,"[""horen"", ""geven""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 808. https://europepmc.org/article/ppr/ppr837942",V1 appears in infinitive form due to IPP in AcI construction.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_008_B,2,3,B,Sander heeft de presentator de speech horen geven afgelopen week.,Sander heeft de speech de presentator horen geven afgelopen week.,selectional_restriction,False,,Sander,animate,sg,proper,de presentator,animate,sg,common,horen,horen,perception,infinitive,geven,geven,activity,de speech,"[""horen"", ""geven""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 808. https://europepmc.org/article/ppr/ppr837942",de speech (inanimate) cannot be accusative object-subject of AcI horen. Type 3 argument structure caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_008_C,2,3,C,Sander heeft de presentator de speech horen geven afgelopen week.,Sander heeft de speech de presentator geven horen afgelopen week.,selectional_restriction,True,,Sander,animate,sg,proper,de presentator,animate,sg,common,horen,horen,perception,infinitive,geven,geven,activity,de speech,"[""horen"", ""geven""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 808. https://europepmc.org/article/ppr/ppr837942",Alignment restored; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_009_A,2,3,A,Teun heeft de leraar het verhaal horen vertellen vorig jaar.,Teun heeft de leraar het verhaal vertellen horen vorig jaar.,verb_order,False,,Teun,animate,sg,proper,de leraar,animate,sg,common,horen,horen,perception,infinitive,vertellen,vertellen,activity,het verhaal,"[""horen"", ""vertellen""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 809. https://europepmc.org/article/ppr/ppr837942",V1 appears in infinitive form due to IPP in AcI construction.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_009_B,2,3,B,Teun heeft de leraar het verhaal horen vertellen vorig jaar.,Teun heeft het verhaal de leraar horen vertellen vorig jaar.,selectional_restriction,False,,Teun,animate,sg,proper,de leraar,animate,sg,common,horen,horen,perception,infinitive,vertellen,vertellen,activity,het verhaal,"[""horen"", ""vertellen""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 809. https://europepmc.org/article/ppr/ppr837942",het verhaal (inanimate) cannot be accusative object-subject of AcI horen. Type 3 argument structure caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_009_C,2,3,C,Teun heeft de leraar het verhaal horen vertellen vorig jaar.,Teun heeft het verhaal de leraar vertellen horen vorig jaar.,selectional_restriction,True,,Teun,animate,sg,proper,de leraar,animate,sg,common,horen,horen,perception,infinitive,vertellen,vertellen,activity,het verhaal,"[""horen"", ""vertellen""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 809. https://europepmc.org/article/ppr/ppr837942",Alignment restored; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_010_A,2,3,A,Walter heeft de vogels de melodie horen fluiten deze ochtend.,Walter heeft de vogels de melodie fluiten horen deze ochtend.,verb_order,False,,Walter,animate,sg,proper,de vogels,animate,pl,common,horen,horen,perception,infinitive,fluiten,fluiten,activity,de melodie,"[""horen"", ""fluiten""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 810. https://europepmc.org/article/ppr/ppr837942",NP2 is animate plural (birds); structurally standard. V1 appears in infinitive form due to IPP.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_010_B,2,3,B,Walter heeft de vogels de melodie horen fluiten deze ochtend.,Walter heeft de melodie de vogels horen fluiten deze ochtend.,selectional_restriction,False,,Walter,animate,sg,proper,de vogels,animate,pl,common,horen,horen,perception,infinitive,fluiten,fluiten,activity,de melodie,"[""horen"", ""fluiten""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 810. https://europepmc.org/article/ppr/ppr837942",de melodie (inanimate) cannot be accusative object-subject of AcI horen. Type 3 argument structure caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_010_C,2,3,C,Walter heeft de vogels de melodie horen fluiten deze ochtend.,Walter heeft de melodie de vogels fluiten horen deze ochtend.,selectional_restriction,True,,Walter,animate,sg,proper,de vogels,animate,pl,common,horen,horen,perception,infinitive,fluiten,fluiten,activity,de melodie,"[""horen"", ""fluiten""]","Suijkerbuijk et al. (2024), BLiMP-NL Phenomenon 21, item 810. https://europepmc.org/article/ppr/ppr837942",Alignment restored; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,10,,,,,,,,,,,,,,,,,,,,,,,
2np_t3_011_A,2,3,A,De vrienden hebben Marie de opdracht horen schrijven gisteren.,De vrienden hebben Marie de opdracht schrijven horen gisteren.,verb_order,False,,de vrienden,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,infinitive,schrijven,,activity,de opdracht,"[""horen"", ""schrijven""]",generated,,True,,9,,,,,,,schrijven,,,,,,,,,,,,,,,,
2np_t3_011_B,2,3,B,De vrienden hebben Marie de opdracht horen schrijven gisteren.,De vrienden hebben de opdracht Marie horen schrijven gisteren.,selectional_restriction,False,,de vrienden,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,infinitive,schrijven,,activity,de opdracht,"[""Marie"", ""de opdracht""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,9,,,,,,,schrijven,,,,,,,,,,,,,,,,
2np_t3_011_C,2,3,C,De vrienden hebben Marie de opdracht horen schrijven gisteren.,De vrienden hebben de opdracht Marie schrijven horen gisteren.,selectional_restriction,True,,de vrienden,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,infinitive,schrijven,,activity,de opdracht,"[""Marie"", ""de opdracht"", ""horen"", ""schrijven""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,9,,,,,,,schrijven,,,,,,,,,,,,,,,,
2np_t3_012_A,2,3,A,De kinderen hebben de leraren de les horen volgen vorige week.,De kinderen hebben de leraren de les volgen horen vorige week.,verb_order,False,,de kinderen,animate,pl,common,de leraren,animate,pl,common,horen,horen,perception,infinitive,volgen,,activity,de les,"[""horen"", ""volgen""]",generated,,True,,11,,,,,,,volgen,,,,,,,,,,,,,,,,
2np_t3_012_B,2,3,B,De kinderen hebben de leraren de les horen volgen vorige week.,De kinderen hebben de les de leraren horen volgen vorige week.,selectional_restriction,False,,de kinderen,animate,pl,common,de leraren,animate,pl,common,horen,horen,perception,infinitive,volgen,,activity,de les,"[""de leraren"", ""de les""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,11,,,,,,,volgen,,,,,,,,,,,,,,,,
2np_t3_012_C,2,3,C,De kinderen hebben de leraren de les horen volgen vorige week.,De kinderen hebben de les de leraren volgen horen vorige week.,selectional_restriction,True,,de kinderen,animate,pl,common,de leraren,animate,pl,common,horen,horen,perception,infinitive,volgen,,activity,de les,"[""de leraren"", ""de les"", ""horen"", ""volgen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,volgen,,,,,,,,,,,,,,,,
2np_t3_013_A,2,3,A,De moeder heeft Jan het boek zien lezen afgelopen jaar.,De moeder heeft Jan het boek lezen zien afgelopen jaar.,verb_order,False,,de moeder,animate,sg,common,Jan,animate,sg,proper,zien,zien,perception,infinitive,lezen,,activity,het boek,"[""zien"", ""lezen""]",generated,,True,,10,,,,,,,lezen,,,,,,,,,,,,,,,,
2np_t3_013_B,2,3,B,De moeder heeft Jan het boek zien lezen afgelopen jaar.,De moeder heeft het boek Jan zien lezen afgelopen jaar.,selectional_restriction,False,,de moeder,animate,sg,common,Jan,animate,sg,proper,zien,zien,perception,infinitive,lezen,,activity,het boek,"[""Jan"", ""het boek""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,10,,,,,,,lezen,,,,,,,,,,,,,,,,
2np_t3_013_C,2,3,C,De moeder heeft Jan het boek zien lezen afgelopen jaar.,De moeder heeft het boek Jan lezen zien afgelopen jaar.,selectional_restriction,True,,de moeder,animate,sg,common,Jan,animate,sg,proper,zien,zien,perception,infinitive,lezen,,activity,het boek,"[""Jan"", ""het boek"", ""zien"", ""lezen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,10,,,,,,,lezen,,,,,,,,,,,,,,,,
2np_t3_014_A,2,3,A,De kinderen hebben de ouders de honden laten uitlaten afgelopen weekend.,De kinderen hebben de ouders de honden uitlaten laten afgelopen weekend.,verb_order,False,,de kinderen,animate,pl,common,de ouders,animate,pl,common,laten,laten,causative,infinitive,uitlaten,,activity,de honden,"[""laten"", ""uitlaten""]",generated,Type 3 causative laten with OBJ_V2.,True,,11,,,,,,,uitlaten,,,,,,,,,,,,,,,,
2np_t3_014_B,2,3,B,De kinderen hebben de ouders de honden laten uitlaten afgelopen weekend.,De kinderen hebben de honden de ouders laten uitlaten afgelopen weekend.,selectional_restriction,False,,de kinderen,animate,pl,common,de ouders,animate,pl,common,laten,laten,causative,infinitive,uitlaten,,activity,de honden,"[""de ouders"", ""de honden""]",generated,Type 3 causative laten: OBJ_V2 (inanimate) cannot be logical subject of laten; selectional restriction violated. Do not use for alignment-only analysis without caveat.,True,,11,,,,,,,uitlaten,,,,,,,,,,,,,,,,
2np_t3_014_C,2,3,C,De kinderen hebben de ouders de honden laten uitlaten afgelopen weekend.,De kinderen hebben de honden de ouders uitlaten laten afgelopen weekend.,selectional_restriction,True,,de kinderen,animate,pl,common,de ouders,animate,pl,common,laten,laten,causative,infinitive,uitlaten,,activity,de honden,"[""de ouders"", ""de honden"", ""laten"", ""uitlaten""]",generated,Type 3 causative laten: alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,uitlaten,,,,,,,,,,,,,,,,
2np_t3_015_A,2,3,A,Els heeft de leraren het stuk zien schrijven vanavond.,Els heeft de leraren het stuk schrijven zien vanavond.,verb_order,False,,Els,animate,sg,proper,de leraren,animate,pl,common,zien,zien,perception,infinitive,schrijven,,activity,het stuk,"[""zien"", ""schrijven""]",generated,,True,,9,,,,,,,schrijven,,,,,,,,,,,,,,,,
2np_t3_015_B,2,3,B,Els heeft de leraren het stuk zien schrijven vanavond.,Els heeft het stuk de leraren zien schrijven vanavond.,selectional_restriction,False,,Els,animate,sg,proper,de leraren,animate,pl,common,zien,zien,perception,infinitive,schrijven,,activity,het stuk,"[""de leraren"", ""het stuk""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,9,,,,,,,schrijven,,,,,,,,,,,,,,,,
2np_t3_015_C,2,3,C,Els heeft de leraren het stuk zien schrijven vanavond.,Els heeft het stuk de leraren schrijven zien vanavond.,selectional_restriction,True,,Els,animate,sg,proper,de leraren,animate,pl,common,zien,zien,perception,infinitive,schrijven,,activity,het stuk,"[""de leraren"", ""het stuk"", ""zien"", ""schrijven""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,9,,,,,,,schrijven,,,,,,,,,,,,,,,,
2np_t3_016_A,2,3,A,De directeur heeft de studenten het liedje horen zingen vorige week.,De directeur heeft de studenten het liedje zingen horen vorige week.,verb_order,False,,de directeur,animate,sg,common,de studenten,animate,pl,common,horen,horen,perception,infinitive,zingen,,activity,het liedje,"[""horen"", ""zingen""]",generated,,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_016_B,2,3,B,De directeur heeft de studenten het liedje horen zingen vorige week.,De directeur heeft het liedje de studenten horen zingen vorige week.,selectional_restriction,False,,de directeur,animate,sg,common,de studenten,animate,pl,common,horen,horen,perception,infinitive,zingen,,activity,het liedje,"[""de studenten"", ""het liedje""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_016_C,2,3,C,De directeur heeft de studenten het liedje horen zingen vorige week.,De directeur heeft het liedje de studenten zingen horen vorige week.,selectional_restriction,True,,de directeur,animate,sg,common,de studenten,animate,pl,common,horen,horen,perception,infinitive,zingen,,activity,het liedje,"[""de studenten"", ""het liedje"", ""horen"", ""zingen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_017_A,2,3,A,De ouders hebben Piet de opdracht zien maken afgelopen week.,De ouders hebben Piet de opdracht maken zien afgelopen week.,verb_order,False,,de ouders,animate,pl,common,Piet,animate,sg,proper,zien,zien,perception,infinitive,maken,,activity,de opdracht,"[""zien"", ""maken""]",generated,,True,,10,,,,,,,maken,,,,,,,,,,,,,,,,
2np_t3_017_B,2,3,B,De ouders hebben Piet de opdracht zien maken afgelopen week.,De ouders hebben de opdracht Piet zien maken afgelopen week.,selectional_restriction,False,,de ouders,animate,pl,common,Piet,animate,sg,proper,zien,zien,perception,infinitive,maken,,activity,de opdracht,"[""Piet"", ""de opdracht""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,10,,,,,,,maken,,,,,,,,,,,,,,,,
2np_t3_017_C,2,3,C,De ouders hebben Piet de opdracht zien maken afgelopen week.,De ouders hebben de opdracht Piet maken zien afgelopen week.,selectional_restriction,True,,de ouders,animate,pl,common,Piet,animate,sg,proper,zien,zien,perception,infinitive,maken,,activity,de opdracht,"[""Piet"", ""de opdracht"", ""zien"", ""maken""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,10,,,,,,,maken,,,,,,,,,,,,,,,,
2np_t3_018_A,2,3,A,De leraar heeft de studenten het boek zien lezen vorig weekend.,De leraar heeft de studenten het boek lezen zien vorig weekend.,verb_order,False,,de leraar,animate,sg,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,lezen,,activity,het boek,"[""zien"", ""lezen""]",generated,,True,,11,,,,,,,lezen,,,,,,,,,,,,,,,,
2np_t3_018_B,2,3,B,De leraar heeft de studenten het boek zien lezen vorig weekend.,De leraar heeft het boek de studenten zien lezen vorig weekend.,selectional_restriction,False,,de leraar,animate,sg,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,lezen,,activity,het boek,"[""de studenten"", ""het boek""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,11,,,,,,,lezen,,,,,,,,,,,,,,,,
2np_t3_018_C,2,3,C,De leraar heeft de studenten het boek zien lezen vorig weekend.,De leraar heeft het boek de studenten lezen zien vorig weekend.,selectional_restriction,True,,de leraar,animate,sg,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,lezen,,activity,het boek,"[""de studenten"", ""het boek"", ""zien"", ""lezen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,lezen,,,,,,,,,,,,,,,,
2np_t3_019_A,2,3,A,De danser heeft de kinderen het liedje zien zingen vorig jaar.,De danser heeft de kinderen het liedje zingen zien vorig jaar.,verb_order,False,,de danser,animate,sg,common,de kinderen,animate,pl,common,zien,zien,perception,infinitive,zingen,,activity,het liedje,"[""zien"", ""zingen""]",generated,,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_019_B,2,3,B,De danser heeft de kinderen het liedje zien zingen vorig jaar.,De danser heeft het liedje de kinderen zien zingen vorig jaar.,selectional_restriction,False,,de danser,animate,sg,common,de kinderen,animate,pl,common,zien,zien,perception,infinitive,zingen,,activity,het liedje,"[""de kinderen"", ""het liedje""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_019_C,2,3,C,De danser heeft de kinderen het liedje zien zingen vorig jaar.,De danser heeft het liedje de kinderen zingen zien vorig jaar.,selectional_restriction,True,,de danser,animate,sg,common,de kinderen,animate,pl,common,zien,zien,perception,infinitive,zingen,,activity,het liedje,"[""de kinderen"", ""het liedje"", ""zien"", ""zingen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_020_A,2,3,A,Marie heeft de ouders het stuk horen spelen gisteren.,Marie heeft de ouders het stuk spelen horen gisteren.,verb_order,False,,Marie,animate,sg,proper,de ouders,animate,pl,common,horen,horen,perception,infinitive,spelen,,activity,het stuk,"[""horen"", ""spelen""]",generated,,True,,9,,,,,,,spelen,,,,,,,,,,,,,,,,
2np_t3_020_B,2,3,B,Marie heeft de ouders het stuk horen spelen gisteren.,Marie heeft het stuk de ouders horen spelen gisteren.,selectional_restriction,False,,Marie,animate,sg,proper,de ouders,animate,pl,common,horen,horen,perception,infinitive,spelen,,activity,het stuk,"[""de ouders"", ""het stuk""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,9,,,,,,,spelen,,,,,,,,,,,,,,,,
2np_t3_020_C,2,3,C,Marie heeft de ouders het stuk horen spelen gisteren.,Marie heeft het stuk de ouders spelen horen gisteren.,selectional_restriction,True,,Marie,animate,sg,proper,de ouders,animate,pl,common,horen,horen,perception,infinitive,spelen,,activity,het stuk,"[""de ouders"", ""het stuk"", ""horen"", ""spelen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,9,,,,,,,spelen,,,,,,,,,,,,,,,,
2np_t3_021_A,2,3,A,De vader heeft de man de marathon laten zwemmen afgelopen jaar.,De vader heeft de man de marathon zwemmen laten afgelopen jaar.,verb_order,False,,de vader,animate,sg,common,de man,animate,sg,common,laten,laten,causative,infinitive,zwemmen,,motion,de marathon,"[""laten"", ""zwemmen""]",generated,Type 3 causative laten with OBJ_V2.,True,,11,,,,,,,zwemmen,,,,,,,,,,,,,,,,
2np_t3_021_B,2,3,B,De vader heeft de man de marathon laten zwemmen afgelopen jaar.,De vader heeft de marathon de man laten zwemmen afgelopen jaar.,selectional_restriction,False,,de vader,animate,sg,common,de man,animate,sg,common,laten,laten,causative,infinitive,zwemmen,,motion,de marathon,"[""de man"", ""de marathon""]",generated,Type 3 causative laten: OBJ_V2 (inanimate) cannot be logical subject of laten; selectional restriction violated. Do not use for alignment-only analysis without caveat.,True,,11,,,,,,,zwemmen,,,,,,,,,,,,,,,,
2np_t3_021_C,2,3,C,De vader heeft de man de marathon laten zwemmen afgelopen jaar.,De vader heeft de marathon de man zwemmen laten afgelopen jaar.,selectional_restriction,True,,de vader,animate,sg,common,de man,animate,sg,common,laten,laten,causative,infinitive,zwemmen,,motion,de marathon,"[""de man"", ""de marathon"", ""laten"", ""zwemmen""]",generated,Type 3 causative laten: alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,zwemmen,,,,,,,,,,,,,,,,
2np_t3_022_A,2,3,A,De kinderen hebben de studenten de honden zien uitlaten vorig jaar.,De kinderen hebben de studenten de honden uitlaten zien vorig jaar.,verb_order,False,,de kinderen,animate,pl,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,uitlaten,,activity,de honden,"[""zien"", ""uitlaten""]",generated,,True,,11,,,,,,,uitlaten,,,,,,,,,,,,,,,,
2np_t3_022_B,2,3,B,De kinderen hebben de studenten de honden zien uitlaten vorig jaar.,De kinderen hebben de honden de studenten zien uitlaten vorig jaar.,selectional_restriction,False,,de kinderen,animate,pl,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,uitlaten,,activity,de honden,"[""de studenten"", ""de honden""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,11,,,,,,,uitlaten,,,,,,,,,,,,,,,,
2np_t3_022_C,2,3,C,De kinderen hebben de studenten de honden zien uitlaten vorig jaar.,De kinderen hebben de honden de studenten uitlaten zien vorig jaar.,selectional_restriction,True,,de kinderen,animate,pl,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,uitlaten,,activity,de honden,"[""de studenten"", ""de honden"", ""zien"", ""uitlaten""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,uitlaten,,,,,,,,,,,,,,,,
2np_t3_023_A,2,3,A,Jan heeft Piet de wedstrijd laten spelen afgelopen week.,Jan heeft Piet de wedstrijd spelen laten afgelopen week.,verb_order,False,,Jan,animate,sg,proper,Piet,animate,sg,proper,laten,laten,causative,infinitive,spelen,,activity,de wedstrijd,"[""laten"", ""spelen""]",generated,Type 3 causative laten with OBJ_V2.,True,,9,,,,,,,spelen,,,,,,,,,,,,,,,,
2np_t3_023_B,2,3,B,Jan heeft Piet de wedstrijd laten spelen afgelopen week.,Jan heeft de wedstrijd Piet laten spelen afgelopen week.,selectional_restriction,False,,Jan,animate,sg,proper,Piet,animate,sg,proper,laten,laten,causative,infinitive,spelen,,activity,de wedstrijd,"[""Piet"", ""de wedstrijd""]",generated,Type 3 causative laten: OBJ_V2 (inanimate) cannot be logical subject of laten; selectional restriction violated. Do not use for alignment-only analysis without caveat.,True,,9,,,,,,,spelen,,,,,,,,,,,,,,,,
2np_t3_023_C,2,3,C,Jan heeft Piet de wedstrijd laten spelen afgelopen week.,Jan heeft de wedstrijd Piet spelen laten afgelopen week.,selectional_restriction,True,,Jan,animate,sg,proper,Piet,animate,sg,proper,laten,laten,causative,infinitive,spelen,,activity,de wedstrijd,"[""Piet"", ""de wedstrijd"", ""laten"", ""spelen""]",generated,Type 3 causative laten: alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,9,,,,,,,spelen,,,,,,,,,,,,,,,,
2np_t3_024_A,2,3,A,Els heeft de studenten de opdracht horen maken vorige week.,Els heeft de studenten de opdracht maken horen vorige week.,verb_order,False,,Els,animate,sg,proper,de studenten,animate,pl,common,horen,horen,perception,infinitive,maken,,activity,de opdracht,"[""horen"", ""maken""]",generated,,True,,10,,,,,,,maken,,,,,,,,,,,,,,,,
2np_t3_024_B,2,3,B,Els heeft de studenten de opdracht horen maken vorige week.,Els heeft de opdracht de studenten horen maken vorige week.,selectional_restriction,False,,Els,animate,sg,proper,de studenten,animate,pl,common,horen,horen,perception,infinitive,maken,,activity,de opdracht,"[""de studenten"", ""de opdracht""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,10,,,,,,,maken,,,,,,,,,,,,,,,,
2np_t3_024_C,2,3,C,Els heeft de studenten de opdracht horen maken vorige week.,Els heeft de opdracht de studenten maken horen vorige week.,selectional_restriction,True,,Els,animate,sg,proper,de studenten,animate,pl,common,horen,horen,perception,infinitive,maken,,activity,de opdracht,"[""de studenten"", ""de opdracht"", ""horen"", ""maken""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,10,,,,,,,maken,,,,,,,,,,,,,,,,
2np_t3_025_A,2,3,A,De vrienden hebben de studenten het liedje zien zingen afgelopen week.,De vrienden hebben de studenten het liedje zingen zien afgelopen week.,verb_order,False,,de vrienden,animate,pl,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,zingen,,activity,het liedje,"[""zien"", ""zingen""]",generated,,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_025_B,2,3,B,De vrienden hebben de studenten het liedje zien zingen afgelopen week.,De vrienden hebben het liedje de studenten zien zingen afgelopen week.,selectional_restriction,False,,de vrienden,animate,pl,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,zingen,,activity,het liedje,"[""de studenten"", ""het liedje""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_025_C,2,3,C,De vrienden hebben de studenten het liedje zien zingen afgelopen week.,De vrienden hebben het liedje de studenten zingen zien afgelopen week.,selectional_restriction,True,,de vrienden,animate,pl,common,de studenten,animate,pl,common,zien,zien,perception,infinitive,zingen,,activity,het liedje,"[""de studenten"", ""het liedje"", ""zien"", ""zingen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,11,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_026_A,2,3,A,De vrienden hebben Marie het liedje horen zingen vanavond.,De vrienden hebben Marie het liedje zingen horen vanavond.,verb_order,False,,de vrienden,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,infinitive,zingen,,activity,het liedje,"[""horen"", ""zingen""]",generated,,True,,9,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_026_B,2,3,B,De vrienden hebben Marie het liedje horen zingen vanavond.,De vrienden hebben het liedje Marie horen zingen vanavond.,selectional_restriction,False,,de vrienden,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,infinitive,zingen,,activity,het liedje,"[""Marie"", ""het liedje""]",generated,Type 3 argument structure caveat: do not use for alignment-only analysis without caveat.,True,,9,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_026_C,2,3,C,De vrienden hebben Marie het liedje horen zingen vanavond.,De vrienden hebben het liedje Marie zingen horen vanavond.,selectional_restriction,True,,de vrienden,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,infinitive,zingen,,activity,het liedje,"[""Marie"", ""het liedje"", ""horen"", ""zingen""]",generated,Alignment restored by double reversal; selectional restriction still violated. Type 3 Variant C caveat applies.,True,,9,,,,,,,zingen,,,,,,,,,,,,,,,,
2np_t3_027_A,2,3,A,De kinderen hebben Piet de sprint horen lopen afgelopen week.,De kinderen hebben Piet de sprint lopen horen afgelopen week.,verb_order,False,,de kinderen,animate,pl,common,Piet,animate,sg,proper,horen,horen,perception,infinitive,lopen,,motion,de sprint,"[""horen"", ""lopen""]",generated,,True,,10,,,,,,,lopen,,,,,,,,,,,,,,,,
